"image","link","publishedAt","rssLink","source","title"
"https://www.ndarinfo.com/photo/art/grande/7125062-10919797.jpg?v=1414647223","https://www.ndarinfo.com/Le-grand-marche-de-Libreville-prend-feu-Des-centaines-de-cantines-tenues-par-des-Senegalais-partent-en-fumee_a10998.html","2014-10-30T07:00:00.000Z","https://news.google.com/rss/articles/CBMikQFodHRwczovL3d3dy5uZGFyaW5mby5jb20vTGUtZ3JhbmQtbWFyY2hlLWRlLUxpYnJldmlsbGUtcHJlbmQtZmV1LURlcy1jZW50YWluZXMtZGUtY2FudGluZXMtdGVudWVzLXBhci1kZXMtU2VuZWdhbGFpcy1wYXJ0ZW50LWVuLWZ1bWVlX2ExMDk5OC5odG1s0gEA?oc=5","NdarInfo.com - Les infos en temps réel","Le grand marché de Libreville prend feu: Des centaines de cantines tenues par des Sénégalais partent en fumée"
"https://www.dakaractu.com/photo/art/grande/70446938-49132255.jpg?v=1675010837","https://www.dakaractu.com/Mimi-Toure-sur-l-incendie-du-marche-Ocass-Toute-ma-compassion-a-l-endroit-des-commercants-_a229299.html","2023-01-29T08:00:00.000Z","https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5kYWthcmFjdHUuY29tL01pbWktVG91cmUtc3VyLWwtaW5jZW5kaWUtZHUtbWFyY2hlLU9jYXNzLVRvdXRlLW1hLWNvbXBhc3Npb24tYS1sLWVuZHJvaXQtZGVzLWNvbW1lcmNhbnRzLV9hMjI5Mjk5Lmh0bWzSAQA?oc=5","DakarActu","Mimi Touré sur l'incendie du marché Ocass : « Toute ma compassion à l'endroit des commerçants ! »"
"https://actusen.sn/actusen_uploads/2023/12/ThereseFayeDiouf.jpg","https://actusen.sn/incendie-au-marche-boucotte-de-ziguinchor-therese-diouf-faye-remet-une-enveloppe-de-50-millions-f-cfa-et-10-tonnes-de-riz-aux-sinistres/","2023-12-09T08:00:00.000Z","https://news.google.com/rss/articles/CBMimwFodHRwczovL2FjdHVzZW4uc24vaW5jZW5kaWUtYXUtbWFyY2hlLWJvdWNvdHRlLWRlLXppZ3VpbmNob3ItdGhlcmVzZS1kaW91Zi1mYXllLXJlbWV0LXVuZS1lbnZlbG9wcGUtZGUtNTAtbWlsbGlvbnMtZi1jZmEtZXQtMTAtdG9ubmVzLWRlLXJpei1hdXgtc2luaXN0cmVzL9IBAA?oc=5","actusen.sn","Incendie au marché Boucotte de Ziguinchor : Thérèse Diouf Faye remet une enveloppe de 50 millions F Cfa et 10 ..."
"https://www.senenews.com/wp-content/uploads/2021/05/incendi-600x314-watermarked.jpg","https://www.senenews.com/actualites/un-incendie-fait-des-ravages-au-marche-bou-bess-de-guediawaye_357011.html","2021-05-08T07:00:00.000Z","https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnNlbmVuZXdzLmNvbS9hY3R1YWxpdGVzL3VuLWluY2VuZGllLWZhaXQtZGVzLXJhdmFnZXMtYXUtbWFyY2hlLWJvdS1iZXNzLWRlLWd1ZWRpYXdheWVfMzU3MDExLmh0bWzSAXNodHRwczovL3d3dy5zZW5lbmV3cy5jb20vYWN0dWFsaXRlcy91bi1pbmNlbmRpZS1mYWl0LWRlcy1yYXZhZ2VzLWF1LW1hcmNoZS1ib3UtYmVzcy1kZS1ndWVkaWF3YXllXzM1NzAxMS5odG1sP2FtcD0x?oc=5","Senenews","Un incendie fait des ravages au marché « Bou Bess » de Guédiawaye"
"https://www.senenews.com/wp-content/uploads/2021/12/whatsapp-image-2021-12-24-at-16.33.40-1-600x314-watermarked.jpeg","https://www.senenews.com/actualites/derniere-minute-un-violent-incendie-declare-au-marche-boucotte-photos_380288.html","2021-12-24T08:00:00.000Z","https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LnNlbmVuZXdzLmNvbS9hY3R1YWxpdGVzL2Rlcm5pZXJlLW1pbnV0ZS11bi12aW9sZW50LWluY2VuZGllLWRlY2xhcmUtYXUtbWFyY2hlLWJvdWNvdHRlLXBob3Rvc18zODAyODguaHRtbNIBe2h0dHBzOi8vd3d3LnNlbmVuZXdzLmNvbS9hY3R1YWxpdGVzL2Rlcm5pZXJlLW1pbnV0ZS11bi12aW9sZW50LWluY2VuZGllLWRlY2xhcmUtYXUtbWFyY2hlLWJvdWNvdHRlLXBob3Rvc18zODAyODguaHRtbD9hbXA9MQ?oc=5","Senenews","Dernière minute : Un violent incendie déclaré au marché Boucotte (photos)"
"https://senego.com/wp-content/uploads/2019/05/60293317_2234026860246999_9180698723565436928_n.jpg","https://senego.com/urgent-grave-incendie-au-marche-sandaga-video_910302.html","2019-05-10T07:00:00.000Z","https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vc2VuZWdvLmNvbS91cmdlbnQtZ3JhdmUtaW5jZW5kaWUtYXUtbWFyY2hlLXNhbmRhZ2EtdmlkZW9fOTEwMzAyLmh0bWzSAQA?oc=5","Senego.com","Urgent – Grave incendie au marché Sandaga (Video)"
"https://senego.com/wp-content/uploads/2022/03/incendie.jpg","https://senego.com/incendie-a-dakar-le-marche-salle-de-vente-part-en-fumee-video_1395521.html","2022-03-07T08:00:00.000Z","https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vc2VuZWdvLmNvbS9pbmNlbmRpZS1hLWRha2FyLWxlLW1hcmNoZS1zYWxsZS1kZS12ZW50ZS1wYXJ0LWVuLWZ1bWVlLXZpZGVvXzEzOTU1MjEuaHRtbNIBAA?oc=5","Senego.com","Incendie à Dakar : Le marché « Salle de vente » part en fumée (Vidéo)"
"https://africa.la-croix.com/wp-content/uploads/2018/07/mouride.jpg","https://africa.la-croix.com/au-senegal-le-khalife-general-des-mourides-offre-cent-millions-fcfa-a-des-commercants-victimes-dun-incendie/","2020-11-30T08:00:00.000Z","https://news.google.com/rss/articles/CBMiiAFodHRwczovL2FmcmljYS5sYS1jcm9peC5jb20vYXUtc2VuZWdhbC1sZS1raGFsaWZlLWdlbmVyYWwtZGVzLW1vdXJpZGVzLW9mZnJlLWNlbnQtbWlsbGlvbnMtZmNmYS1hLWRlcy1jb21tZXJjYW50cy12aWN0aW1lcy1kdW4taW5jZW5kaWUv0gGMAWh0dHBzOi8vYWZyaWNhLmxhLWNyb2l4LmNvbS9hdS1zZW5lZ2FsLWxlLWtoYWxpZmUtZ2VuZXJhbC1kZXMtbW91cmlkZXMtb2ZmcmUtY2VudC1taWxsaW9ucy1mY2ZhLWEtZGVzLWNvbW1lcmNhbnRzLXZpY3RpbWVzLWR1bi1pbmNlbmRpZS9hbXAv?oc=5","Urbi & Orbi Africa","Au Sénégal, le Khalife général des mourides offre cent millions FCFA à des commerçants victimes d’un incendie"
"https://www.pressafrik.com/photo/art/grande/71283324-49664113.jpg?v=1678278773","https://www.pressafrik.com/Incendie-au-marche-Corona-de-Tamba-une-dizaine-de-cantines-consumees-par-le-feu_a254211.html","2023-03-08T08:00:00.000Z","https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LnByZXNzYWZyaWsuY29tL0luY2VuZGllLWF1LW1hcmNoZS1Db3JvbmEtZGUtVGFtYmEtdW5lLWRpemFpbmUtZGUtY2FudGluZXMtY29uc3VtZWVzLXBhci1sZS1mZXVfYTI1NDIxMS5odG1s0gEA?oc=5","Pressafrik","Incendie au marché Corona de Tamba : une dizaine de cantines consumées par le feu"
"https://www.dakaractu.com/photo/art/grande/55718423-41645269.jpg?v=1619128739","https://www.dakaractu.com/Thies-Marche-central-Un-incendie-cree-par-un-court-circuit-du-groupe-electrogene-du-CMS_a202563.html","2021-04-22T07:00:00.000Z","https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmRha2FyYWN0dS5jb20vVGhpZXMtTWFyY2hlLWNlbnRyYWwtVW4taW5jZW5kaWUtY3JlZS1wYXItdW4tY291cnQtY2lyY3VpdC1kdS1ncm91cGUtZWxlY3Ryb2dlbmUtZHUtQ01TX2EyMDI1NjMuaHRtbNIBAA?oc=5","DakarActu","Thiès / Marché central : Un incendie créé par un court-circuit du groupe électrogène du CMS."
"https://www.leral.net/photo/art/grande/65944831-46956025.jpg?v=1657384497","https://www.leral.net/Incendie-au-marche-central-de-Thies-_a333971.html","2022-07-09T07:00:00.000Z","https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LmxlcmFsLm5ldC9JbmNlbmRpZS1hdS1tYXJjaGUtY2VudHJhbC1kZS1UaGllcy1fYTMzMzk3MS5odG1s0gEA?oc=5","LERAL","Incendie au marché central de Thiès !"
"https://www.maliweb.net/wp-content/news/images/2020/10/marche-dakar.jpeg","https://www.maliweb.net/international/senegal-un-incendie-ravage-le-marche-pak-lambaye-de-dakar-2898202.html","2020-10-04T07:00:00.000Z","https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3Lm1hbGl3ZWIubmV0L2ludGVybmF0aW9uYWwvc2VuZWdhbC11bi1pbmNlbmRpZS1yYXZhZ2UtbGUtbWFyY2hlLXBhay1sYW1iYXllLWRlLWRha2FyLTI4OTgyMDIuaHRtbNIBcmh0dHBzOi8vd3d3Lm1hbGl3ZWIubmV0L2ludGVybmF0aW9uYWwvc2VuZWdhbC11bi1pbmNlbmRpZS1yYXZhZ2UtbGUtbWFyY2hlLXBhay1sYW1iYXllLWRlLWRha2FyLTI4OTgyMDIuaHRtbD9hbXA9MQ?oc=5","MALI - maliweb.net","Sénégal: un incendie ravage le marché Pak Lambaye de Dakar"
"https://www.koaci.com/assets/news/thumbnails/600/2019/03/pix_1552726146e084906_1.jpg","https://www.koaci.com/article/2019/03/16/senegal/societe/senegal-a-dakar-le-marche-petersen-reduit-en-cendre-par-un-violent-incendie-des-mesures-annoncees_128870.html","2019-03-16T07:00:00.000Z","https://news.google.com/rss/articles/CBMipgFodHRwczovL3d3dy5rb2FjaS5jb20vYXJ0aWNsZS8yMDE5LzAzLzE2L3NlbmVnYWwvc29jaWV0ZS9zZW5lZ2FsLWEtZGFrYXItbGUtbWFyY2hlLXBldGVyc2VuLXJlZHVpdC1lbi1jZW5kcmUtcGFyLXVuLXZpb2xlbnQtaW5jZW5kaWUtZGVzLW1lc3VyZXMtYW5ub25jZWVzXzEyODg3MC5odG1s0gEA?oc=5","Koaci","Sénégal : À Dakar, le marché Petersen réduit en cendre par un violent incendie, des mesures annoncées - KOACI"
"https://www.dakaractu.com/photo/art/grande/31665730-29791236.jpg?v=1552667015","https://www.dakaractu.com/Violent-incendie-au-marche-Petersen-Les-victimes-accusent_a167211.html","2019-03-15T07:00:00.000Z","https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmRha2FyYWN0dS5jb20vVmlvbGVudC1pbmNlbmRpZS1hdS1tYXJjaGUtUGV0ZXJzZW4tTGVzLXZpY3RpbWVzLWFjY3VzZW50X2ExNjcyMTEuaHRtbNIBAA?oc=5","DakarActu","Violent incendie au marché Petersen : Les victimes accusent..."
"https://www.pressafrik.com/photo/art/grande/9460865-15173772.jpg?v=1462968985","https://www.pressafrik.com/Gabon-Incendie-au-marche-Mont-Bouet-des-Senegalais-ont-perdu-beaucoup-de-marchandises_a149489.html","2016-05-11T07:00:00.000Z","https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LnByZXNzYWZyaWsuY29tL0dhYm9uLUluY2VuZGllLWF1LW1hcmNoZS1Nb250LUJvdWV0LWRlcy1TZW5lZ2FsYWlzLW9udC1wZXJkdS1iZWF1Y291cC1kZS1tYXJjaGFuZGlzZXNfYTE0OTQ4OS5odG1s0gEA?oc=5","Pressafrik","Gabon – Incendie au marché Mont-Bouët : des Sénégalais ont perdu beaucoup de marchandises"
"https://images.seneweb.com/dynamic/modules/news/images/gen/fb/476cf19d1f99d8e3af636a471ec3a074a5b6fa2a.jpg","https://www.seneweb.com/news/Societe/incendie-au-marche-ocass-touba-antoine-f_n_400220.html","2023-01-29T08:00:00.000Z","https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LnNlbmV3ZWIuY29tL25ld3MvU29jaWV0ZS9pbmNlbmRpZS1hdS1tYXJjaGUtb2Nhc3MtdG91YmEtYW50b2luZS1mX25fNDAwMjIwLmh0bWzSAQA?oc=5","Seneweb - Actualités au Sénégal","[Video] Incendie au marché Ocass (Touba) : Antoine Félix Diome salue la réactivité des secours"
"https://www.dakaractu.com/photo/art/grande/70480003-49151835.jpg?v=1675143049","https://www.dakaractu.com/Ziguinchor-Incendie-de-marche-Le-ministre-du-Commerce-appelle-a-la-responsabilite-des-acteurs_a229341.html","2023-01-31T08:00:00.000Z","https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy5kYWthcmFjdHUuY29tL1ppZ3VpbmNob3ItSW5jZW5kaWUtZGUtbWFyY2hlLUxlLW1pbmlzdHJlLWR1LUNvbW1lcmNlLWFwcGVsbGUtYS1sYS1yZXNwb25zYWJpbGl0ZS1kZXMtYWN0ZXVyc19hMjI5MzQxLmh0bWzSAQA?oc=5","DakarActu","Ziguinchor / Incendie de marché : Le ministre du Commerce appelle à la responsabilité des acteurs"
"https://gdb.voanews.com/c0612fa5-445d-46d8-a511-351ca159fc4d_tv_w1200_r1.jpg","https://www.voaafrique.com/a/le-marche%CC%81-du-bois-de-dakar-entie%CC%80rement-bru%CC%82le%CC%81/5609287.html","2020-10-05T07:00:00.000Z","https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnZvYWFmcmlxdWUuY29tL2EvbGUtbWFyY2hlJUNDJTgxLWR1LWJvaXMtZGUtZGFrYXItZW50aWUlQ0MlODByZW1lbnQtYnJ1JUNDJTgybGUlQ0MlODEvNTYwOTI4Ny5odG1s0gFwaHR0cHM6Ly93d3cudm9hYWZyaXF1ZS5jb20vYW1wL2xlLW1hcmNoZSVDQyU4MS1kdS1ib2lzLWRlLWRha2FyLWVudGllJUNDJTgwcmVtZW50LWJydSVDQyU4MmxlJUNDJTgxLzU2MDkyODcuaHRtbA?oc=5","VOA Afrique","Un incendie a ravagé le Parc Lambaye, le marché du bois de Dakar"
"https://static.euronews.com/articles/stories/05/03/11/32/1024x538_cmsv2_1b25b281-d189-5d98-a14a-5ae133e75e7c-5031132.jpg","https://fr.africanews.com/2020/10/04/violent-incendie-dans-un-marche-de-dakar/","2020-10-05T07:00:00.000Z","https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vZnIuYWZyaWNhbmV3cy5jb20vMjAyMC8xMC8wNC92aW9sZW50LWluY2VuZGllLWRhbnMtdW4tbWFyY2hlLWRlLWRha2FyL9IBUmh0dHBzOi8vZnIuYWZyaWNhbmV3cy5jb20vYW1wLzIwMjAvMTAvMDQvdmlvbGVudC1pbmNlbmRpZS1kYW5zLXVuLW1hcmNoZS1kZS1kYWthci8?oc=5","Africanews Français","Violent incendie dans un marché de Dakar"
"https://senego.com/wp-content/uploads/2019/03/incendie-petersen-800x500_c.jpeg","https://senego.com/incendie-dans-les-marches-au-senegal-la-cause-ou-les-causes-par-modiane-sene_877712.html","2019-03-26T07:00:00.000Z","https://news.google.com/rss/articles/CBMia2h0dHBzOi8vc2VuZWdvLmNvbS9pbmNlbmRpZS1kYW5zLWxlcy1tYXJjaGVzLWF1LXNlbmVnYWwtbGEtY2F1c2Utb3UtbGVzLWNhdXNlcy1wYXItbW9kaWFuZS1zZW5lXzg3NzcxMi5odG1s0gEA?oc=5","Senego.com","Incendie dans les marchés au Sénégal : La cause ou les causes ? (Par Modiane SENE*)"
"https://www.gabonreview.com/wp-content/uploads/2023/09/a-7.jpg","https://www.gabonreview.com/incendie-du-marche-mont-bouet-2-millions-de-fcfa-pour-chaque-commercant-senegalais-victime/","2023-09-25T07:00:00.000Z","https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmdhYm9ucmV2aWV3LmNvbS9pbmNlbmRpZS1kdS1tYXJjaGUtbW9udC1ib3VldC0yLW1pbGxpb25zLWRlLWZjZmEtcG91ci1jaGFxdWUtY29tbWVyY2FudC1zZW5lZ2FsYWlzLXZpY3RpbWUv0gEA?oc=5","gabonreview.com","Incendie du marché Mont-Bouët : 2 millions de FCFA pour chaque commerçant sénégalais victime"
"https://afrique.le360.ma/resizer/knayjTrBKW6_OkLInXu0hJWwPAQ=/1200x630/cloudfront-eu-central-1.images.arcpublishing.com/le360/FIKGUSLXZFBAJAJEDIPSNZHOYA.jpg","https://afrique.le360.ma/senegal/societe/2020/10/04/32089-videos-senegal-un-violent-incendie-ravage-un-marche-historique-de-dakar-32089/","2020-10-04T07:00:00.000Z","https://news.google.com/rss/articles/CBMiiAFodHRwczovL2FmcmlxdWUubGUzNjAubWEvc2VuZWdhbC9zb2NpZXRlLzIwMjAvMTAvMDQvMzIwODktdmlkZW9zLXNlbmVnYWwtdW4tdmlvbGVudC1pbmNlbmRpZS1yYXZhZ2UtdW4tbWFyY2hlLWhpc3RvcmlxdWUtZGUtZGFrYXItMzIwODkv0gEA?oc=5","Le360 - Afrique","Vidéos. Sénégal: un violent incendie ravage un marché historique de Dakar"
"https://senegal7.com/wp-content/uploads/2023/08/dfd21736-c316-4ef0-9bb5-8e020921991d.jpg","https://senegal7.com/incendie-du-marche-central-de-tambacounda-les-degats-materiels-evalues-a-650-millions-fcfa/","2023-08-21T07:00:00.000Z","https://news.google.com/rss/articles/CBMicGh0dHBzOi8vc2VuZWdhbDcuY29tL2luY2VuZGllLWR1LW1hcmNoZS1jZW50cmFsLWRlLXRhbWJhY291bmRhLWxlcy1kZWdhdHMtbWF0ZXJpZWxzLWV2YWx1ZXMtYS02NTAtbWlsbGlvbnMtZmNmYS_SAQA?oc=5","Senegal7","Incendie du marché central de Tambacounda : les dégâts matériels évalués à 650 millions FCFA"
"https://www.senxibar.com/photo/art/grande/9461463-15175002.jpg?v=1462971232","https://www.senxibar.com/Incendie-au-marche-Mont-Bouet-Gabon-Des-Senegalais-ont-perdu-beaucoup-de-marchandises_a35632.html","2016-05-11T07:00:00.000Z","https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnNlbnhpYmFyLmNvbS9JbmNlbmRpZS1hdS1tYXJjaGUtTW9udC1Cb3VldC1HYWJvbi1EZXMtU2VuZWdhbGFpcy1vbnQtcGVyZHUtYmVhdWNvdXAtZGUtbWFyY2hhbmRpc2VzX2EzNTYzMi5odG1s0gEA?oc=5","SenXibaar","Incendie au marché Mont-Bouët( Gabon): Des Sénégalais ont perdu beaucoup de marchandises"
"https://i0.wp.com/kewoulo.info/wp-content/uploads/2020/08/capture-decran-2020-08-20-a-17.34.40.png?fit=656%2C473&ssl=1","https://kewoulo.info/kaolack-les-commercants-du-marche-central-et-industriels-du-senegal/","2020-08-20T07:00:00.000Z","https://news.google.com/rss/articles/CBMiWWh0dHBzOi8va2V3b3Vsby5pbmZvL2thb2xhY2stbGVzLWNvbW1lcmNhbnRzLWR1LW1hcmNoZS1jZW50cmFsLWV0LWluZHVzdHJpZWxzLWR1LXNlbmVnYWwv0gEA?oc=5","Kewoulo est le premier journal d’investigation de l’Afrique de l’Ouest. ","Kaolack : Les commerçants du marché central et industriels du Sénégal exigent que les responsabilités soient situées."
